State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income
28,075,MS,Lauderdale County,"16,097",23.7,"49,351"
28,077,MS,Lawrence County,"2,410",20.7,"46,407"
28,079,MS,Leake County,"4,456",21.5,"46,429"
28,081,MS,Lee County,"11,046",13.5,"58,266"
28,083,MS,Leflore County,"8,835",34.4,"35,520"
28,085,MS,Lincoln County,"7,059",20.6,"48,596"
28,087,MS,Lowndes County,"10,777",19.3,"49,344"
28,089,MS,Madison County,"11,823",10.9,"80,641"
28,091,MS,Marion County,"4,994",21.4,"44,129"
28,093,MS,Marshall County,"6,219",19.4,"52,162"
28,095,MS,Monroe County,"5,045",15.3,"51,754"
28,097,MS,Montgomery County,"2,285",24.2,"42,195"
28,099,MS,Neshoba County,"6,533",23.3,"50,331"
28,101,MS,Newton County,"3,922",19.5,"47,320"
28,103,MS,Noxubee County,"2,751",28.0,"36,608"
28,105,MS,Oktibbeha County,"10,762",23.6,"47,284"
28,107,MS,Panola County,"7,896",24.5,"40,595"
28,109,MS,Pearl River County,"9,833",17.6,"55,830"
28,111,MS,Perry County,"2,133",18.9,"45,071"
28,113,MS,Pike County,"9,923",25.7,"40,945"
28,115,MS,Pontotoc County,"5,466",17.6,"51,086"
28,117,MS,Prentiss County,"3,951",16.8,"49,217"
28,119,MS,Quitman County,"1,749",31.4,"40,255"
28,121,MS,Rankin County,"15,716",10.3,"72,906"
28,123,MS,Scott County,"6,264",22.8,"45,764"
28,125,MS,Sharkey County,"1,203",35.1,"36,375"
28,127,MS,Simpson County,"4,117",16.4,"50,994"
28,129,MS,Smith County,"2,411",17.3,"51,746"
28,131,MS,Stone County,"3,164",18.2,"54,283"
28,133,MS,Sunflower County,"6,688",32.3,"38,423"
28,135,MS,Tallahatchie County,"3,214",31.1,"39,009"
28,137,MS,Tate County,"5,004",18.5,"58,623"
28,139,MS,Tippah County,"3,335",16.0,"52,635"
28,141,MS,Tishomingo County,"2,724",14.9,"51,652"
28,143,MS,Tunica County,"2,610",27.9,"37,694"
28,145,MS,Union County,"3,852",13.8,"56,050"
28,147,MS,Walthall County,"2,614",19.2,"40,828"
28,149,MS,Warren County,"8,250",19.6,"52,117"
28,151,MS,Washington County,"11,375",27.3,"39,690"
28,153,MS,Wayne County,"5,115",26.1,"43,562"
28,155,MS,Webster County,"1,887",19.2,"51,249"
28,157,MS,Wilkinson County,"2,238",31.3,"36,798"
28,159,MS,Winston County,"3,734",21.9,"50,082"
28,161,MS,Yalobusha County,"2,176",18.1,"45,658"
28,163,MS,Yazoo County,"7,948",37.1,"39,620"
29,000,MO,Missouri,"787,164",13.1,"64,783"
29,001,MO,Adair County,"6,334",28.2,"46,433"
29,003,MO,Andrew County,"1,418",8.0,"72,630"
29,005,MO,Atchison County,629,12.4,"57,883"
29,007,MO,Audrain County,"4,127",17.7,"56,305"
29,009,MO,Barry County,"5,728",16.6,"49,968"
29,011,MO,Barton County,"1,762",15.2,"49,857"
29,013,MO,Bates County,"2,605",16.5,"57,291"
29,015,MO,Benton County,"2,937",14.7,"51,473"
29,017,MO,Bollinger County,"1,228",11.9,"53,932"
29,019,MO,Boone County,"29,565",16.7,"63,981"
29,021,MO,Buchanan County,"13,932",17.6,"56,751"
29,023,MO,Butler County,"8,078",19.6,"44,853"
29,025,MO,Caldwell County,"1,088",12.5,"56,660"
29,027,MO,Callaway County,"4,379",10.6,"72,398"
29,029,MO,Camden County,"5,405",12.5,"63,703"
29,031,MO,Cape Girardeau County,"11,048",14.0,"64,118"
29,033,MO,Carroll County,"1,185",14.3,"56,818"
29,035,MO,Carter County,"1,017",19.5,"42,907"
29,037,MO,Cass County,"8,972",8.2,"77,805"
29,039,MO,Cedar County,"2,351",16.4,"45,952"
29,041,MO,Chariton County,934,13.1,"56,633"
29,043,MO,Christian County,"7,730",8.4,"73,616"
29,045,MO,Clark County,858,13.0,"63,249"
29,047,MO,Clay County,"19,491",7.7,"78,930"
29,049,MO,Clinton County,"2,655",12.7,"68,337"
29,051,MO,Cole County,"7,108",9.8,"70,837"
29,053,MO,Cooper County,"1,773",11.1,"63,247"
29,055,MO,Crawford County,"3,406",15.3,"52,536"
29,057,MO,Dade County,"1,373",18.4,"49,386"
29,059,MO,Dallas County,"2,755",15.9,"49,830"
29,061,MO,Daviess County,"1,266",15.3,"53,639"
29,063,MO,DeKalb County,"1,169",12.7,"66,880"
29,065,MO,Dent County,"2,550",17.9,"52,945"
29,067,MO,Douglas County,"2,188",18.5,"43,694"
29,069,MO,Dunklin County,"6,882",25.9,"39,688"
29,071,MO,Franklin County,"9,199",8.8,"65,779"
29,073,MO,Gasconade County,"2,031",14.0,"59,287"
29,075,MO,Gentry County,908,14.8,"52,653"
29,077,MO,Greene County,"44,048",15.0,"55,751"
29,079,MO,Grundy County,"1,710",18.0,"48,457"
29,081,MO,Harrison County,"1,321",16.4,"51,910"
29,083,MO,Henry County,"3,098",14.0,"54,177"
29,085,MO,Hickory County,"1,747",20.8,"43,468"
29,087,MO,Holt County,496,11.9,"51,295"
29,089,MO,Howard County,"1,460",15.6,"53,862"
29,091,MO,Howell County,"7,640",19.2,"44,858"
29,093,MO,Iron County,"1,748",19.2,"44,329"
29,095,MO,Jackson County,"105,642",15.0,"62,509"
29,097,MO,Jasper County,"21,971",18.1,"53,548"
29,099,MO,Jefferson County,"20,356",9.0,"78,297"
29,101,MO,Johnson County,"6,941",13.6,"60,086"
29,103,MO,Knox County,577,15.6,"49,552"
29,105,MO,Laclede County,"5,375",15.0,"53,224"
29,107,MO,Lafayette County,"3,568",11.0,"70,457"
29,109,MO,Lawrence County,"5,072",13.3,"58,031"
29,111,MO,Lewis County,"1,204",13.6,"57,053"
29,113,MO,Lincoln County,"6,143",9.9,"77,913"
29,115,MO,Linn County,"1,564",13.5,"52,831"
29,117,MO,Livingston County,"1,896",14.5,"56,654"
29,119,MO,McDonald County,"3,689",15.8,"50,100"
29,121,MO,Macon County,"2,074",14.0,"52,847"
29,123,MO,Madison County,"2,228",18.1,"47,068"
29,125,MO,Maries County,"1,290",15.5,"54,815"
29,127,MO,Marion County,"3,378",12.4,"57,635"
29,129,MO,Mercer County,509,15.1,"49,715"
29,131,MO,Miller County,"3,142",12.6,"61,711"
29,133,MO,Mississippi County,"2,710",24.8,"42,364"
29,135,MO,Moniteau County,"1,655",11.4,"64,519"
29,137,MO,Monroe County,"1,162",13.7,"50,276"
29,139,MO,Montgomery County,"1,660",14.9,"56,538"
29,141,MO,Morgan County,"4,121",19.3,"51,700"
29,143,MO,New Madrid County,"2,653",17.3,"48,162"
29,145,MO,Newton County,"8,726",14.8,"57,423"
29,147,MO,Nodaway County,"3,332",17.4,"57,507"
29,149,MO,Oregon County,"1,786",20.8,"45,273"
29,151,MO,Osage County,"1,088",8.3,"69,094"
29,153,MO,Ozark County,"1,869",21.1,"44,242"
29,155,MO,Pemiscot County,"4,356",30.0,"38,456"
29,157,MO,Perry County,"2,138",11.5,"63,127"
29,159,MO,Pettis County,"5,526",13.1,"58,827"
29,161,MO,Phelps County,"6,676",15.7,"54,740"
29,163,MO,Pike County,"2,438",15.0,"59,081"
29,165,MO,Platte County,"9,020",8.3,"93,925"
29,167,MO,Polk County,"5,592",17.7,"53,693"
29,169,MO,Pulaski County,"5,331",12.3,"61,718"
29,171,MO,Putnam County,752,16.4,"49,532"
29,173,MO,Ralls County,967,9.4,"65,016"
29,175,MO,Randolph County,"3,777",16.8,"48,762"
29,177,MO,Ray County,"2,876",12.6,"70,506"
29,179,MO,Reynolds County,"1,268",21.8,"44,409"
29,181,MO,Ripley County,"2,361",22.2,"41,587"
29,183,MO,St. Charles County,"21,209",5.2,"98,925"
29,185,MO,St. Clair County,"1,855",19.8,"45,174"
29,186,MO,Ste. Genevieve County,"1,801",10.1,"63,786"
29,187,MO,St. Francois County,"11,489",18.9,"48,574"
29,189,MO,St. Louis County,"101,623",10.5,"79,609"
29,195,MO,Saline County,"3,188",15.3,"54,623"
29,197,MO,Schuyler County,599,15.2,"49,508"
29,199,MO,Scotland County,527,11.6,"54,961"
29,201,MO,Scott County,"6,247",16.8,"57,678"
29,203,MO,Shannon County,"1,523",21.4,"39,671"
29,205,MO,Shelby County,875,15.2,"54,264"
29,207,MO,Stoddard County,"4,201",15.1,"53,391"
29,209,MO,Stone County,"4,113",12.9,"56,418"
29,211,MO,Sullivan County,891,15.6,"52,384"
29,213,MO,Taney County,"7,332",13.5,"53,009"
29,215,MO,Texas County,"4,533",19.3,"46,622"
29,217,MO,Vernon County,"3,336",17.6,"51,900"
29,219,MO,Warren County,"3,063",8.3,"74,355"
29,221,MO,Washington County,"4,376",19.6,"47,636"
29,223,MO,Wayne County,"2,693",25.4,"41,724"
29,225,MO,Webster County,"6,229",15.7,"59,784"
29,227,MO,Worth County,315,16.4,"48,397"
29,229,MO,Wright County,"4,317",22.9,"45,017"
29,510,MO,St. Louis city,"59,041",21.3,"52,278"
30,000,MT,Montana,"130,117",11.8,"67,915"
30,001,MT,Beaverhead County,"1,091",11.7,"57,497"
30,003,MT,Big Horn County,"2,877",22.8,"49,113"
30,005,MT,Blaine County,"1,185",17.3,"53,577"
30,007,MT,Broadwater County,662,8.6,"67,927"
30,009,MT,Carbon County,"1,018",9.2,"67,062"
30,011,MT,Carter County,179,13.2,"50,597"
30,013,MT,Cascade County,"11,401",13.8,"59,184"
30,015,MT,Chouteau County,930,15.9,"51,137"
30,017,MT,Custer County,"1,249",10.8,"64,743"
30,019,MT,Daniels County,159,9.9,"57,141"
30,021,MT,Dawson County,995,11.9,"60,763"
30,023,MT,Deer Lodge County,"1,282",14.0,"52,848"
30,025,MT,Fallon County,299,10.0,"65,637"
30,027,MT,Fergus County,"1,396",12.3,"60,466"
30,029,MT,Flathead County,"11,987",10.8,"66,395"
30,031,MT,Gallatin County,"11,442",9.5,"83,520"
30,033,MT,Garfield County,176,14.7,"50,762"
30,035,MT,Glacier County,"3,474",25.8,"46,270"
30,037,MT,Golden Valley County,160,19.6,"45,622"
30,039,MT,Granite County,381,11.0,"58,186"
30,041,MT,Hill County,"2,873",18.4,"50,518"
30,043,MT,Jefferson County,"1,007",8.0,"83,697"
30,045,MT,Judith Basin County,250,11.9,"60,677"
30,047,MT,Lake County,"5,923",18.2,"57,225"
30,049,MT,Lewis and Clark County,"6,649",9.2,"72,491"
30,051,MT,Liberty County,343,18.0,"53,601"
30,053,MT,Lincoln County,"3,686",17.3,"48,432"
30,055,MT,McCone County,237,14.0,"59,086"
30,057,MT,Madison County,885,9.6,"72,487"
30,059,MT,Meagher County,295,15.0,"53,724"
30,061,MT,Mineral County,628,12.5,"55,979"
30,063,MT,Missoula County,"10,920",9.2,"68,210"
30,065,MT,Musselshell County,824,16.0,"55,291"
30,067,MT,Park County,"1,812",10.3,"68,594"
30,069,MT,Petroleum County,67,12.8,"48,991"
30,071,MT,Phillips County,630,15.1,"56,043"
30,073,MT,Pondera County,"1,197",20.2,"51,057"
30,075,MT,Powder River County,198,11.7,"54,102"
30,077,MT,Powell County,844,15.7,"60,350"
30,079,MT,Prairie County,146,13.4,"49,838"
30,081,MT,Ravalli County,"5,325",11.3,"65,789"
30,083,MT,Richland County,"1,104",9.9,"72,974"
30,085,MT,Roosevelt County,"2,430",23.6,"48,712"
30,087,MT,Rosebud County,"1,424",17.8,"64,003"
30,089,MT,Sanders County,"2,298",17.3,"47,976"
30,091,MT,Sheridan County,446,12.7,"62,982"
30,093,MT,Silver Bow County,"5,658",16.0,"58,898"
30,095,MT,Stillwater County,871,9.6,"81,147"
30,097,MT,Sweet Grass County,375,10.2,"68,006"
30,099,MT,Teton County,821,13.2,"57,054"
30,101,MT,Toole County,752,17.5,"49,850"
30,103,MT,Treasure County,94,12.4,"60,454"
30,105,MT,Valley County,863,11.7,"79,703"
30,107,MT,Wheatland County,387,19.6,"44,002"
30,109,MT,Wibaux County,125,14.1,"56,317"
30,111,MT,Yellowstone County,"15,385",9.3,"78,216"
31,000,NE,Nebraska,"213,320",11.1,"69,828"
31,001,NE,Adams County,"3,279",10.9,"64,212"
31,003,NE,Antelope County,751,12.1,"63,250"
31,005,NE,Arthur County,61,14.1,"57,018"
31,007,NE,Banner County,77,11.7,"66,584"
31,009,NE,Blaine County,80,17.7,"54,936"
31,011,NE,Boone County,506,9.6,"68,533"
31,013,NE,Box Butte County,"1,212",11.5,"66,762"
31,015,NE,Boyd County,246,14.4,"54,443"
31,017,NE,Brown County,345,12.1,"55,394"
31,019,NE,Buffalo County,"6,265",13.0,"67,809"
31,021,NE,Burt County,764,11.5,"58,125"
31,023,NE,Butler County,721,8.7,"76,417"
31,025,NE,Cass County,"1,600",6.0,"93,195"
31,027,NE,Cedar County,674,8.2,"69,033"
31,029,NE,Chase County,347,9.5,"64,985"
31,031,NE,Cherry County,648,12.0,"58,017"
31,033,NE,Cheyenne County,"1,130",12.0,"56,604"
31,035,NE,Clay County,591,9.9,"64,251"
31,037,NE,Colfax County,953,9.2,"69,549"
31,039,NE,Cuming County,835,9.5,"65,809"
31,041,NE,Custer County,"1,147",11.1,"60,328"
31,043,NE,Dakota County,"2,424",11.7,"65,986"
31,045,NE,Dawes County,"1,213",16.2,"52,621"
31,047,NE,Dawson County,"2,864",12.1,"62,089"
31,049,NE,Deuel County,232,12.2,"56,099"
31,051,NE,Dixon County,512,9.6,"61,144"
31,053,NE,Dodge County,"3,843",10.6,"68,267"
31,055,NE,Douglas County,"69,886",12.2,"74,424"
31,057,NE,Dundy County,205,13.1,"58,441"
31,059,NE,Fillmore County,495,9.2,"68,532"
31,061,NE,Franklin County,363,12.8,"59,400"
31,063,NE,Frontier County,383,15.3,"58,241"
31,065,NE,Furnas County,617,13.6,"54,213"
31,067,NE,Gage County,"2,171",10.2,"64,406"
31,069,NE,Garden County,303,16.8,"51,734"
31,071,NE,Garfield County,210,12.2,"51,530"
31,073,NE,Gosper County,169,9.5,"67,697"
31,075,NE,Grant County,62,10.8,"63,469"
31,077,NE,Greeley County,240,10.9,"58,561"
31,079,NE,Hall County,"7,017",11.5,"66,277"
31,081,NE,Hamilton County,738,7.9,"75,369"
31,083,NE,Harlan County,315,10.5,"62,104"
31,085,NE,Hayes County,136,16.1,"60,141"
31,087,NE,Hitchcock County,370,14.5,"54,488"
31,089,NE,Holt County,"1,273",12.8,"60,502"
31,091,NE,Hooker County,62,9.1,"53,537"
31,093,NE,Howard County,536,8.4,"69,423"
31,095,NE,Jefferson County,743,10.6,"59,478"
31,097,NE,Johnson County,560,13.4,"60,549"
31,099,NE,Kearney County,536,8.1,"74,686"
31,101,NE,Keith County,936,11.4,"60,608"
31,103,NE,Keya Paha County,164,20.9,"51,579"
31,105,NE,Kimball County,414,12.8,"55,797"
31,107,NE,Knox County,"1,280",15.6,"54,880"
31,109,NE,Lancaster County,"38,884",12.5,"68,358"
31,111,NE,Lincoln County,"3,923",11.9,"62,442"
31,113,NE,Logan County,72,10.7,"68,723"
31,115,NE,Loup County,98,16.4,"60,487"
31,117,NE,McPherson County,56,15.1,"52,774"
31,119,NE,Madison County,"4,489",13.1,"63,482"
31,121,NE,Merrick County,697,9.2,"68,754"
31,123,NE,Morrill County,619,14.0,"58,889"
31,125,NE,Nance County,371,11.4,"62,863"
31,127,NE,Nemaha County,911,13.8,"61,933"
31,129,NE,Nuckolls County,435,10.9,"57,278"
31,131,NE,Otoe County,"1,576",9.9,"70,433"
31,133,NE,Pawnee County,328,13.2,"55,584"
31,135,NE,Perkins County,299,10.7,"67,296"
31,137,NE,Phelps County,831,9.5,"66,287"
31,139,NE,Pierce County,681,9.4,"70,906"
31,141,NE,Platte County,"3,361",9.9,"67,132"
31,143,NE,Polk County,397,7.8,"70,813"
31,145,NE,Red Willow County,"1,199",11.7,"60,108"
31,147,NE,Richardson County,960,12.8,"56,121"
31,149,NE,Rock County,172,14.1,"55,648"
31,151,NE,Saline County,"1,237",9.0,"72,948"
31,153,NE,Sarpy County,"11,259",5.8,"98,619"
31,155,NE,Saunders County,"1,687",7.4,"86,179"
31,157,NE,Scotts Bluff County,"5,280",15.3,"56,853"
31,159,NE,Seward County,"1,253",7.6,"77,778"
31,161,NE,Sheridan County,709,14.6,"55,388"
31,163,NE,Sherman County,384,13.1,"58,456"
31,165,NE,Sioux County,181,16.1,"60,806"
31,167,NE,Stanton County,461,8.2,"75,068"
31,169,NE,Thayer County,547,11.4,"61,125"
31,171,NE,Thomas County,90,13.5,"58,818"
31,173,NE,Thurston County,"1,256",19.7,"57,129"
31,175,NE,Valley County,516,12.8,"55,050"
31,177,NE,Washington County,"1,493",7.1,"87,368"
31,179,NE,Wayne County,"1,135",13.3,"65,664"
31,181,NE,Webster County,368,11.3,"62,679"
31,183,NE,Wheeler County,115,14.7,"55,951"
31,185,NE,York County,"1,488",11.0,"68,440"
32,000,NV,Nevada,"394,516",12.6,"72,348"
32,001,NV,Churchill County,"2,556",10.1,"70,149"
32,003,NV,Clark County,"304,986",13.3,"70,838"
32,005,NV,Douglas County,"4,170",8.4,"91,960"
32,007,NV,Elko County,"4,760",8.9,"88,757"
32,009,NV,Esmeralda County,109,14.7,"57,501"
32,011,NV,Eureka County,199,10.7,"80,291"
32,013,NV,Humboldt County,"1,663",9.7,"80,255"
32,015,NV,Lander County,602,10.5,"90,190"
32,017,NV,Lincoln County,530,12.4,"63,978"
32,019,NV,Lyon County,"6,757",11.0,"74,741"
32,021,NV,Mineral County,727,16.3,"55,704"
32,023,NV,Nye County,"7,936",14.8,"51,933"
32,027,NV,Pershing County,755,15.1,"65,315"
32,029,NV,Storey County,299,7.2,"90,171"
32,031,NV,Washoe County,"50,322",10.3,"80,245"
32,033,NV,White Pine County,912,11.3,"67,639"
32,510,NV,Carson City,"7,235",13.1,"62,859"
33,000,NH,New Hampshire,"100,965",7.4,"90,750"
33,001,NH,Belknap County,"5,552",8.7,"77,531"
33,003,NH,Carroll County,"4,843",9.4,"71,981"
33,005,NH,Cheshire County,"6,432",8.7,"76,227"
33,007,NH,Coos County,"3,810",12.7,"52,292"
33,009,NH,Grafton County,"8,774",10.2,"81,205"
33,011,NH,Hillsborough County,"27,790",6.6,"96,415"
33,013,NH,Merrimack County,"11,090",7.4,"84,898"
33,015,NH,Rockingham County,"17,191",5.4,"107,445"
33,017,NH,Strafford County,"11,209",9.0,"82,845"
33,019,NH,Sullivan County,"4,273",9.9,"74,700"
34,000,NJ,New Jersey,"879,100",9.7,"96,341"
34,001,NJ,Atlantic County,"30,748",11.4,"76,108"
34,003,NJ,Bergen County,"66,461",7.0,"113,885"
34,005,NJ,Burlington County,"29,915",6.6,"100,188"
34,007,NJ,Camden County,"64,621",12.4,"81,372"
34,009,NJ,Cape May County,"9,063",9.6,"80,845"
34,011,NJ,Cumberland County,"22,152",15.5,"60,892"
34,013,NJ,Essex County,"128,727",15.6,"74,747"
34,015,NJ,Gloucester County,"22,578",7.6,"97,851"
34,017,NJ,Hudson County,"98,969",14.2,"82,361"
34,019,NJ,Hunterdon County,"5,227",4.1,"137,334"
34,021,NJ,Mercer County,"38,810",10.6,"94,832"
34,023,NJ,Middlesex County,"69,157",8.2,"102,073"
34,025,NJ,Monmouth County,"40,420",6.3,"117,699"
34,027,NJ,Morris County,"22,171",4.4,"131,562"
34,029,NJ,Ocean County,"72,554",11.2,"81,152"
34,031,NJ,Passaic County,"62,652",12.4,"78,779"
34,033,NJ,Salem County,"6,898",10.7,"76,005"
34,035,NJ,Somerset County,"17,692",5.1,"134,735"
34,037,NJ,Sussex County,"8,578",5.9,"111,308"
34,039,NJ,Union County,"54,080",9.6,"96,483"
34,041,NJ,Warren County,"7,628",7.0,"97,729"
35,000,NM,New Mexico,"358,749",17.3,"59,842"
35,001,NM,Bernalillo County,"92,866",14.0,"65,034"
35,003,NM,Catron County,753,19.8,"44,247"
35,005,NM,Chaves County,"12,152",19.6,"47,855"
35,006,NM,Cibola County,"7,313",29.6,"45,674"
35,007,NM,Colfax County,"2,148",18.5,"49,966"
35,009,NM,Curry County,"8,131",17.5,"52,463"
35,011,NM,DeBaca County,317,18.8,"45,208"
35,013,NM,Dona Ana County,"50,613",23.2,"52,011"
35,015,NM,Eddy County,"7,904",13.3,"65,063"
35,017,NM,Grant County,"5,330",19.7,"47,099"
35,019,NM,Guadalupe County,883,23.8,"43,862"
35,021,NM,Harding County,104,16.6,"45,217"
35,023,NM,Hidalgo County,988,25.2,"43,610"
35,025,NM,Lea County,"12,954",18.5,"59,194"
35,027,NM,Lincoln County,"3,517",17.4,"54,344"
35,028,NM,Los Alamos County,704,3.7,"139,217"
35,029,NM,Luna County,"6,570",26.4,"38,796"
35,031,NM,McKinley County,"22,063",31.9,"43,720"
35,033,NM,Mora County,872,21.0,"45,155"
35,035,NM,Otero County,"12,722",19.6,"52,787"
35,037,NM,Quay County,"1,996",23.6,"39,885"
35,039,NM,Rio Arriba County,"7,214",18.1,"56,353"
35,041,NM,Roosevelt County,"3,142",17.6,"47,854"
35,043,NM,Sandoval County,"15,683",10.3,"82,862"
35,045,NM,San Juan County,"26,630",22.4,"51,898"
35,047,NM,San Miguel County,"6,061",23.4,"47,675"
35,049,NM,Santa Fe County,"18,396",12.0,"72,836"
35,051,NM,Sierra County,"2,516",22.4,"40,420"
35,053,NM,Socorro County,"3,749",24.6,"42,280"
35,055,NM,Taos County,"6,319",18.4,"48,462"
35,057,NM,Torrance County,"3,071",20.3,"48,322"
35,059,NM,Union County,665,18.9,"48,545"
35,061,NM,Valencia County,"14,404",18.8,"53,275"
36,000,NY,New York,"2,720,649",14.2,"79,463"
36,001,NY,Albany County,"41,781",14.0,"76,997"
36,003,NY,Allegany County,"7,659",18.5,"55,466"
36,005,NY,Bronx County,"372,320",27.6,"45,864"
36,007,NY,Broome County,"35,947",19.5,"60,533"
36,009,NY,Cattaraugus County,"12,031",16.2,"52,383"
36,011,NY,Cayuga County,"9,386",13.0,"64,129"
36,013,NY,Chautauqua County,"21,515",17.6,"55,644"
36,015,NY,Chemung County,"12,033",15.3,"56,664"
36,017,NY,Chenango County,"5,452",11.9,"60,755"
36,019,NY,Clinton County,"10,047",13.6,"65,272"
36,021,NY,Columbia County,"6,648",11.1,"83,533"
36,023,NY,Cortland County,"6,401",15.1,"58,274"
36,025,NY,Delaware County,"6,229",14.6,"61,424"
36,027,NY,Dutchess County,"25,435",9.0,"90,740"
36,029,NY,Erie County,"122,456",13.2,"69,888"
36,031,NY,Essex County,"4,576",12.9,"62,376"
36,033,NY,Franklin County,"6,905",15.7,"59,192"
36,035,NY,Fulton County,"6,454",12.5,"61,512"
36,037,NY,Genesee County,"5,613",10.0,"68,973"
36,039,NY,Greene County,"5,115",11.2,"71,433"
36,041,NY,Hamilton County,546,10.7,"62,149"
36,043,NY,Herkimer County,"7,195",12.3,"62,197"
36,045,NY,Jefferson County,"15,329",14.0,"58,763"
36,047,NY,Kings County,"508,254",19.8,"73,244"
36,049,NY,Lewis County,"3,627",13.7,"64,452"
36,051,NY,Livingston County,"6,013",10.5,"75,077"
36,053,NY,Madison County,"6,748",10.8,"69,851"
36,055,NY,Monroe County,"100,844",13.9,"68,169"
36,057,NY,Montgomery County,"6,694",13.7,"58,176"
36,059,NY,Nassau County,"75,800",5.6,"135,528"
36,061,NY,New York County,"266,257",17.2,"95,514"
36,063,NY,Niagara County,"29,821",14.4,"63,565"
36,065,NY,Oneida County,"34,520",15.8,"63,894"
36,067,NY,Onondaga County,"61,353",13.6,"70,939"
36,069,NY,Ontario County,"10,547",9.6,"76,601"
36,071,NY,Orange County,"57,032",14.4,"88,532"
36,073,NY,Orleans County,"4,268",11.2,"62,900"
36,075,NY,Oswego County,"19,649",17.4,"59,335"
36,077,NY,Otsego County,"7,081",13.3,"68,962"
36,079,NY,Putnam County,"6,116",6.3,"112,167"
36,081,NY,Queens County,"295,825",13.1,"80,180"
36,083,NY,Rensselaer County,"17,178",11.2,"80,040"
36,085,NY,Richmond County,"54,478",11.2,"91,582"
36,087,NY,Rockland County,"48,087",14.4,"99,839"
36,089,NY,St. Lawrence County,"17,074",17.5,"59,451"
36,091,NY,Saratoga County,"15,356",6.5,"93,341"
36,093,NY,Schenectady County,"17,868",11.6,"74,206"
36,095,NY,Schoharie County,"2,888",10.1,"67,975"
36,097,NY,Schuyler County,"2,006",11.5,"63,233"
36,099,NY,Seneca County,"4,264",13.6,"65,354"
36,101,NY,Steuben County,"11,667",12.8,"60,558"
36,103,NY,Suffolk County,"100,921",6.8,"119,253"
36,105,NY,Sullivan County,"12,527",16.4,"63,733"
36,107,NY,Tioga County,"4,950",10.5,"76,197"
36,109,NY,Tompkins County,"14,405",16.0,"72,025"
36,111,NY,Ulster County,"28,283",16.2,"79,340"
36,113,NY,Warren County,"6,569",10.1,"69,849"
36,115,NY,Washington County,"6,150",10.6,"67,013"
36,117,NY,Wayne County,"10,101",11.2,"70,917"
36,119,NY,Westchester County,"90,385",9.3,"108,037"
36,121,NY,Wyoming County,"4,468",12.1,"65,526"
36,123,NY,Yates County,"3,504",15.0,"62,637"
37,000,NC,North Carolina,"1,335,859",12.8,"67,516"
37,001,NC,Alamance County,"21,639",12.7,"61,034"
37,003,NC,Alexander County,"4,854",13.8,"67,717"
37,005,NC,Alleghany County,"1,730",15.6,"49,524"
37,007,NC,Anson County,"4,538",22.4,"48,284"
37,009,NC,Ashe County,"3,861",14.4,"54,379"
37,011,NC,Avery County,"2,288",14.8,"53,894"
37,013,NC,Beaufort County,"7,815",17.7,"54,415"
37,015,NC,Bertie County,"3,758",23.8,"44,434"
37,017,NC,Bladen County,"5,392",18.5,"46,002"
37,019,NC,Brunswick County,"12,872",8.5,"73,536"
37,021,NC,Buncombe County,"32,755",12.3,"67,906"
37,023,NC,Burke County,"10,770",12.6,"60,629"
37,025,NC,Cabarrus County,"18,756",8.0,"79,649"
37,027,NC,Caldwell County,"12,850",16.2,"53,586"
37,029,NC,Camden County,819,7.4,"82,620"
37,031,NC,Carteret County,"8,260",12.1,"67,806"
37,033,NC,Caswell County,"3,515",16.6,"54,215"
37,035,NC,Catawba County,"19,702",12.3,"63,934"
37,037,NC,Chatham County,"7,015",8.9,"84,516"
37,039,NC,Cherokee County,"4,403",15.1,"51,607"
37,041,NC,Chowan County,"2,222",16.3,"55,818"
37,043,NC,Clay County,"1,566",13.6,"57,698"
37,045,NC,Cleveland County,"16,448",16.7,"53,170"
37,047,NC,Columbus County,"9,902",20.9,"45,379"
37,049,NC,Craven County,"13,551",13.9,"63,076"
37,051,NC,Cumberland County,"50,909",15.9,"58,013"
37,053,NC,Currituck County,"2,753",8.9,"76,217"
37,055,NC,Dare County,"2,960",7.9,"82,052"
37,057,NC,Davidson County,"21,311",12.5,"63,590"
37,059,NC,Davie County,"4,985",11.4,"63,436"
37,061,NC,Duplin County,"9,784",20.2,"51,270"
37,063,NC,Durham County,"35,109",11.1,"79,524"
37,065,NC,Edgecombe County,"9,969",20.8,"48,770"
37,067,NC,Forsyth County,"55,366",14.7,"62,992"
37,069,NC,Franklin County,"7,968",10.9,"72,415"
37,071,NC,Gaston County,"27,520",12.0,"65,430"
37,073,NC,Gates County,"1,452",14.2,"66,561"
37,075,NC,Graham County,"1,167",14.8,"50,301"
37,077,NC,Granville County,"6,631",11.4,"74,120"
37,079,NC,Greene County,"4,313",25.3,"49,992"
37,081,NC,Guilford County,"85,573",16.4,"63,822"
37,083,NC,Halifax County,"9,123",19.6,"44,804"
37,085,NC,Harnett County,"18,068",13.3,"65,242"
37,087,NC,Haywood County,"7,163",11.6,"62,374"
37,089,NC,Henderson County,"14,418",12.3,"65,252"
37,091,NC,Hertford County,"4,146",22.8,"43,871"
37,093,NC,Hoke County,"7,761",14.6,"60,903"
37,095,NC,Hyde County,812,20.8,"48,068"
